"","duration","orig_bytes","resp_bytes","orig_ip_bytes","resp_ip_bytes","http"
"64203",0.173953307123438,5.72358510195238,6.19847871649231,6.35262939631957,6.48616078894409,0
"208055",0.0295588022415444,5.89440283426485,8.19422930481982,6.59987049921284,8.27893600229198,0
"72988",0.0582689081239758,6.23244801655052,9.00380808646717,6.73459165997295,9.05321861620397,0
"222960",0.779324876800997,6.84800527457636,7.56112158953024,7.23993259132047,7.80384330353877,1
"71198",0.0198026272961797,6.20253551718792,9.00589589809446,6.71659477352098,9.0505236705223,0
"182377",0.0769610411361284,5.73979291217923,6.15909538849193,6.44730586254121,6.53524127101366,0
"73333",0.00995033085316809,5.29831736654804,7.40000951716269,6.3491389913798,7.55171221535131,0
"31155",0.0198026272961797,6.03548143252476,6.37331978957701,6.53087762772588,6.62007320653036,0
"111769",1.79342474854712,4.07753744390572,0,4.74493212836325,0,1
"90891",1.61342993370364,4.53259949315326,0,5.00394630594546,0,1
"113506",1.79175946922805,4.31748811353631,0,4.87519732320115,0,1
"36671",0.0295588022415444,5.84643877505772,6.32793678372919,6.41999492814714,6.58479139238572,0
"70482",0.0198026272961797,6.26339826259162,9.00380808646717,6.75343791859778,9.05321861620397,0
"32896",0.104360015324243,5.72358510195238,6.19847871649231,6.35262939631957,6.48616078894409,0
"71799",0.0769610411361284,6.30444880242198,9.00491394146713,6.77878489768518,9.05427118632629,0
"102680",0.0198026272961797,5.72358510195238,9.35079772467144,6.84374994900622,9.39996850395258,0
"71726",0.122217632724249,6.18620862390049,9.00380808646717,6.65672652417839,9.05321861620397,0
"6049",0.231111720963387,5.08759633523238,5.65248918026865,6.1779441140506,6.31535800152233,0
"67277",0.2390169004705,6.61472560020376,7.67089483136212,7.14991683613211,7.83082299513532,1
"41551",0.148420005118273,6.65672652417839,7.67832635650689,7.17472430983638,7.83715965000168,1
"52682",0.148420005118273,6.38519439899773,8.32482129876878,7.11069612297883,8.41116578677071,1
"35696",0.00995033085316809,5.83773044716594,6.30444880242198,6.4150969591716,6.56667242980324,0
"110127",2.56648663678042,4.57471097850338,0,5.19849703126583,0,1
"74229",0.0953101798043249,6.12686918411419,9.00380808646717,6.62007320653036,9.04852707581358,0
"74574",0.0676586484738149,5.52942908751142,7.17930796950403,6.13988455222626,7.32909373624659,0
"73382",0.0582689081239758,5.73334127689775,10.152766577455,6.73459165997295,10.1854281743588,0
"183147",0.0676595830528173,5.78382518232974,6.289715570909,6.38519439899773,6.55535689181067,0
"70922",0.0295588022415444,6.1779441140506,9.00380808646717,6.70196036600254,9.04852707581358,0
"72958",0.0198026272961797,6.26339826259162,9.00380808646717,6.75343791859778,9.05321861620397,0
"95146",0.173953307123438,5.73979291217923,8.16223106548118,6.59987049921284,8.2495751500002,0
"72125",0.0198026272961797,6.3297209055227,9.00380808646717,6.7945865808765,9.05321861620397,0
"73740",0.0198026272961797,6.2363695902037,9.00589589809446,6.73696695800186,9.0505236705223,0
"71195",0.0861776962410524,6.20859002609663,9.00589589809446,6.7202201551353,9.0505236705223,0
"180940",0.048790164169432,5.73979291217923,8.16223106548118,6.52649485957079,8.2495751500002,0
"125272",0.00995033085316809,8.03008409426756,5.78074351579233,8.14438886554762,6.54534966033442,0
"183058",0.0198026272961797,6.46146817635372,6.96508034560141,6.91968384984741,7.43307534889858,1
"170738",3.09195113129453,7.92371033396924,10.5540403354637,8.52317526309379,10.6006267543656,1
"68142",0.207014169384326,6.59304453414244,7.67089483136212,7.1777824161952,7.83082299513532,1
